agegroup,gender,education,country,ethnicity,neuroticism,extraversion,opentoexperience,agreeableness,conscientiousness,impulsiveness,sensation,caffeine,chocolate,nicotine,alcohol,amphetamine,amylnitrite,benzodiaz,cannabis,cocaine,crack,ecstasy,heroin,ketamine,legalhighs,LSD,methadone,mushrooms,volatiles,any,severity,UseLevel
65+,male,-2.43591,UK,White,-1.1943,0.47617,-1.11902,-0.60633,1.81175,-0.21712,-1.18084,6.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TRUE,3.0,low
45-54,male,1.16365,UK,White,-0.14882,0.80523,-0.58331,-0.76096,-0.89891,-0.21712,-0.52593,6.0,5.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,3.0,low
18-24,male,-0.61113,Other,White,-1.1943,1.11406,1.24033,-1.6209,-0.65253,0.52975,1.2247,6.0,6.0,6.0,6.0,3.0,2.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,TRUE,27.0,high
35-44,male,-0.61113,UK,White,-1.32828,0.00332,-1.27553,-0.60633,0.12331,0.88113,0.7654,6.0,5.0,6.0,6.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,16.0,high
25-34,female,-0.05921,Australia,White,0.41667,-0.43999,-0.58331,2.23427,-0.78155,0.52975,0.07987,6.0,6.0,5.0,6.0,3.0,2.0,3.0,4.0,3.0,0.0,3.0,0.0,4.0,4.0,4.0,3.0,4.0,0.0,TRUE,42.0,high
18-24,male,-0.61113,USA,White,1.72012,-0.57545,1.65653,0.13136,-0.40581,0.88113,1.2247,6.0,5.0,6.0,6.0,4.0,2.0,6.0,6.0,4.0,3.0,2.0,6.0,0.0,3.0,0.0,4.0,2.0,2.0,TRUE,50.0,high
35-44,male,-0.61113,UK,White,-1.32828,0.16767,0.58331,1.2861,-0.65253,0.88113,0.07987,6.0,5.0,6.0,5.0,3.0,2.0,3.0,6.0,3.0,0.0,4.0,0.0,4.0,4.0,5.0,0.0,4.0,0.0,TRUE,44.0,high
55-64,male,-1.7379,UK,White,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247,6.0,6.0,1.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,TRUE,17.0,high
18-24,male,-0.61113,USA,White,1.60383,-2.03972,1.43533,-0.60633,-2.72827,1.86203,-0.21575,6.0,6.0,2.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,10.0,low
55-64,male,1.16365,UK,White,-0.79151,-0.30033,0.29338,0.28783,1.46191,-0.21712,-0.84637,6.0,6.0,1.0,5.0,2.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,TRUE,19.0,high
18-24,female,-0.61113,UK,White,-0.24649,-0.43999,-0.31776,-0.01729,0.58489,-1.37983,-1.18084,6.0,5.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
35-44,female,0.45468,UK,White,0.62967,-0.94779,-0.71727,-0.15487,0.7583,-1.37983,-1.54858,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
55-64,male,-1.43719,USA,White,0.52135,-0.43999,-0.58331,-1.6209,0.58489,-0.21712,0.07987,6.0,3.0,1.0,3.0,1.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,15.0,high
25-34,female,0.45468,USA,White,0.62967,-0.15487,1.88511,-1.772,1.13407,0.52975,1.2247,6.0,6.0,6.0,5.0,1.0,0.0,6.0,5.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,6.0,1.0,4.0,TRUE,40.0,high
35-44,male,-0.05921,Canada,White,1.60383,0.16767,-0.45174,-0.01729,1.81175,1.29221,1.92173,6.0,4.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,9.0,low
35-44,female,-0.61113,UK,White,1.02119,-0.57545,0.88309,1.2861,-0.65253,0.88113,-0.21575,6.0,5.0,6.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,TRUE,30.0,high
25-34,female,-0.61113,UK,White,-0.58016,1.58487,0.58331,0.13136,0.41594,1.29221,1.92173,6.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,TRUE,27.0,high
55-64,female,-0.05921,Canada,White,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,5.0,4.0,1.0,4.0,1.0,0.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,TRUE,20.0,high
25-34,female,0.45468,USA,Other,-0.34799,0.00332,1.24033,-0.15487,0.41594,0.88113,0.40148,6.0,6.0,4.0,5.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,TRUE,28.0,high
45-54,male,-2.43591,RepublicofIreland,White,-0.05188,-0.94779,-0.01928,1.11406,-1.0145,0.19268,1.2247,4.0,6.0,6.0,1.0,3.0,0.0,2.0,6.0,3.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,TRUE,30.0,high
35-44,male,-2.43591,UK,White,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,6.0,5.0,6.0,3.0,3.0,2.0,1.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,TRUE,26.0,high
45-54,female,-0.61113,UK,White,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987,6.0,6.0,3.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
18-24,female,1.16365,UK,Mixed-White/Asian,0.62967,0.32197,-0.58331,0.13136,0.7583,-0.21712,-0.21575,5.0,5.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
25-34,male,-1.22751,USA,White,0.31287,0.32197,0.88309,1.11406,-0.78155,0.52975,0.07987,6.0,5.0,6.0,5.0,2.0,5.0,2.0,6.0,2.0,1.0,3.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,TRUE,38.0,high
25-34,female,1.16365,UK,Other,0.31287,1.74091,-0.17779,0.28783,0.58489,0.52975,0.7654,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
55-64,male,1.98437,UK,White,-1.05308,0.00332,-0.01928,0.28783,-0.00665,0.52975,-0.84637,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
18-24,male,-0.05921,UK,White,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,6.0,5.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,8.0,low
55-64,male,0.45468,UK,White,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,0.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,12.0,low
25-34,female,1.16365,UK,Asian,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,6.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
45-54,male,-0.61113,USA,White,2.46262,-1.50796,-1.82919,0.13136,-1.64101,0.88113,-0.52593,6.0,5.0,1.0,5.0,3.0,1.0,6.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,TRUE,26.0,high
25-34,female,1.16365,UK,White,-2.42317,0.32197,-2.21069,2.03972,2.04506,-0.21712,-0.52593,6.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,TRUE,4.0,low
18-24,female,-0.61113,USA,White,0.62967,0.47617,1.06238,1.81866,0.25953,-0.21712,0.40148,6.0,4.0,6.0,5.0,3.0,0.0,6.0,6.0,3.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,TRUE,44.0,high
18-24,female,0.45468,UK,White,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,6.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
25-34,male,-1.22751,Australia,White,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.7654,5.0,6.0,5.0,6.0,5.0,4.0,3.0,5.0,3.0,0.0,4.0,0.0,2.0,3.0,2.0,6.0,0.0,0.0,TRUE,42.0,high
18-24,male,0.45468,UK,White,-0.34799,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,6.0,6.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,TRUE,12.0,low
25-34,female,-0.61113,UK,White,1.02119,-0.30033,-1.82919,0.28783,-0.40581,-1.37983,-0.84637,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
25-34,female,0.45468,UK,White,-1.05308,1.45421,0.14143,1.11406,-0.27607,-1.37983,0.7654,6.0,5.0,6.0,6.0,2.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,TRUE,23.0,high
18-24,female,-0.61113,Other,White,-1.32828,0.16767,0.7233,-1.21213,-1.5184,-0.71126,0.7654,6.0,5.0,3.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,TRUE,24.0,high
18-24,male,-1.22751,Canada,White,1.37297,-1.23177,-1.11902,-2.5383,0.93949,-1.37983,-0.21575,6.0,4.0,6.0,5.0,6.0,0.0,3.0,6.0,6.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,TRUE,48.0,high
35-44,male,-0.05921,UK,White,-0.05188,-0.30033,-0.71727,-0.76096,-0.78155,0.19268,1.2247,6.0,6.0,6.0,3.0,2.0,1.0,0.0,6.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,TRUE,32.0,high
25-34,male,-0.61113,Other,White,-1.1943,-1.09207,0.7233,-1.21213,-2.04506,-1.37983,0.07987,6.0,5.0,6.0,6.0,3.0,2.0,3.0,5.0,3.0,0.0,4.0,0.0,3.0,3.0,4.0,0.0,4.0,0.0,TRUE,40.0,high
45-54,male,-0.05921,RepublicofIreland,White,-0.46725,0.00332,-0.31776,-1.21213,0.93949,-0.71126,0.40148,6.0,5.0,6.0,3.0,2.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,TRUE,26.0,high
18-24,male,-0.05921,UK,White,0.31287,-0.43999,-0.71727,0.94156,-0.14277,0.19268,-0.21575,6.0,5.0,5.0,6.0,6.0,2.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,TRUE,26.0,high
25-34,male,-0.61113,USA,White,-0.24649,0.16767,-0.31776,-0.45321,-0.89891,1.29221,0.7654,6.0,4.0,6.0,2.0,6.0,0.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,TRUE,43.0,high
35-44,female,-0.61113,USA,White,0.31287,-1.50796,0.44585,0.76096,-0.27607,-0.21712,0.7654,6.0,5.0,6.0,3.0,6.0,0.0,6.0,5.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,5.0,1.0,1.0,TRUE,37.0,high
25-34,male,1.98437,USA,Other,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.2247,6.0,3.0,6.0,5.0,4.0,0.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,TRUE,47.0,high
18-24,male,-0.61113,Other,White,-0.79151,0.32197,0.29338,-0.30172,-0.27607,0.88113,0.7654,5.0,5.0,6.0,4.0,3.0,0.0,3.0,6.0,0.0,0.0,5.0,2.0,0.0,4.0,5.0,4.0,0.0,1.0,TRUE,39.0,high
55-64,female,0.45468,USA,White,0.41667,0.63779,0.44585,1.45039,-0.14277,0.88113,-0.52593,5.0,5.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,TRUE,19.0,high
18-24,male,-0.61113,USA,Other,0.04257,-0.80615,0.88309,-0.30172,1.13407,-0.21712,0.7654,6.0,6.0,6.0,4.0,5.0,0.0,6.0,6.0,6.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,TRUE,50.0,high
25-34,female,1.16365,UK,Black,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,4.0,6.0,6.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,10.0,low
35-44,female,0.45468,USA,White,1.02119,-0.30033,1.06238,-1.07533,0.41594,-1.37983,-0.84637,6.0,6.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,TRUE,12.0,low
18-24,female,1.16365,UK,White,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
25-34,male,1.16365,UK,White,-0.34799,-0.30033,1.06238,-0.91699,-0.14277,0.88113,-0.21575,6.0,5.0,5.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,TRUE,12.0,low
18-24,male,-0.61113,USA,White,-1.86962,2.127,1.24033,1.45039,0.58489,-0.71126,1.92173,6.0,5.0,6.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,TRUE,26.0,high
35-44,female,0.45468,UK,White,-1.32828,0.63779,0.88309,-0.45321,0.25953,-1.37983,-1.54858,6.0,5.0,6.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,12.0,low
25-34,male,0.45468,USA,White,1.8399,-0.30033,-0.45174,-0.45321,-1.0145,1.86203,1.92173,6.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,TRUE,15.0,high
25-34,female,1.98437,Australia,White,1.72012,0.47617,1.06238,0.59042,0.12331,-1.37983,0.7654,3.0,6.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,TRUE,15.0,high
25-34,female,1.16365,UK,White,-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848,6.0,5.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,6.0,low
18-24,female,-0.61113,USA,White,0.41667,0.16767,1.43533,0.59042,0.58489,-1.37983,0.07987,6.0,6.0,3.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,TRUE,20.0,high
18-24,male,-0.61113,USA,White,-0.67825,0.00332,0.29338,1.81866,1.30612,-0.21712,-0.52593,5.0,4.0,0.0,3.0,2.0,0.0,3.0,6.0,2.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,TRUE,26.0,high
18-24,male,-1.22751,USA,White,-0.67825,-0.30033,-1.11902,-0.76096,-1.5184,0.88113,-0.21575,6.0,4.0,5.0,4.0,6.0,0.0,3.0,6.0,3.0,0.0,6.0,0.0,0.0,3.0,4.0,3.0,4.0,2.0,TRUE,45.0,high
18-24,female,-1.43719,UK,White,-0.34799,0.47617,-0.17779,-0.60633,-0.14277,-0.71126,-0.84637,4.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,male,-0.61113,USA,White,1.02119,-1.7625,0.58331,-0.15487,-2.57309,0.88113,-0.21575,5.0,4.0,6.0,5.0,3.0,0.0,3.0,4.0,3.0,3.0,4.0,2.0,0.0,4.0,3.0,3.0,3.0,2.0,TRUE,43.0,high
18-24,female,-0.05921,USA,Other,-0.34799,0.63779,0.14143,-0.30172,0.7583,1.29221,-0.52593,6.0,6.0,6.0,4.0,6.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,TRUE,30.0,high
25-34,male,-1.7379,USA,White,0.41667,-0.15487,-0.17779,-0.15487,-0.52745,0.19268,0.7654,3.0,6.0,2.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,TRUE,30.0,high
18-24,male,-0.61113,UK,White,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,6.0,5.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,3.0,4.0,0.0,4.0,0.0,TRUE,28.0,high
45-54,male,1.16365,UK,Asian,-2.21844,1.58487,1.24033,0.13136,1.30612,-1.37983,-1.18084,4.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TRUE,4.0,low
18-24,male,-1.22751,UK,White,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,6.0,6.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,TRUE,23.0,high
18-24,female,0.45468,USA,White,-0.05188,0.32197,-0.01928,-2.5383,0.7583,0.88113,0.7654,5.0,6.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,TRUE,13.0,low
25-34,female,1.16365,UK,White,-0.79151,0.32197,0.29338,-1.34289,0.93949,0.88113,-0.52593,6.0,3.0,6.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TRUE,12.0,low
18-24,male,-0.05921,Australia,White,0.31287,0.96248,1.06238,0.28783,-0.27607,1.86203,1.92173,5.0,6.0,5.0,5.0,3.0,5.0,0.0,4.0,3.0,0.0,5.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,TRUE,35.0,high
45-54,female,1.16365,UK,White,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,5.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,1.0,low
45-54,female,1.16365,UK,White,-2.3436,2.127,1.65653,0.76096,0.7583,0.88113,0.40148,6.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2.0,low
18-24,male,-0.05921,Australia,White,0.62967,-1.92173,0.29338,0.13136,-0.52745,-0.71126,1.2247,6.0,5.0,0.0,4.0,4.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,TRUE,26.0,high
18-24,male,1.16365,USA,White,-2.75696,2.57309,1.24033,0.28783,1.46191,-0.21712,1.2247,6.0,6.0,6.0,6.0,3.0,2.0,3.0,5.0,2.0,0.0,5.0,0.0,0.0,3.0,5.0,2.0,3.0,2.0,TRUE,41.0,high
25-34,female,1.98437,UK,White,0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247,6.0,6.0,6.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,TRUE,32.0,high
25-34,female,1.16365,USA,White,-1.69163,0.80523,0.7233,-0.15487,-0.00665,-0.21712,0.07987,6.0,0.0,4.0,6.0,3.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,TRUE,23.0,high
25-34,male,0.45468,UK,White,-0.46725,-1.7625,-2.8595,-1.47955,-1.13788,-1.37983,0.07987,6.0,6.0,5.0,6.0,2.0,5.0,0.0,3.0,4.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,TRUE,29.0,high
18-24,male,-0.61113,USA,White,0.41667,0.63779,-0.01928,-0.15487,-0.27607,0.52975,1.2247,6.0,5.0,6.0,3.0,3.0,0.0,5.0,6.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,TRUE,39.0,high
18-24,male,-0.05921,Other,White,-0.58016,0.00332,0.14143,-0.30172,-1.64101,0.88113,0.7654,4.0,5.0,6.0,3.0,3.0,2.0,3.0,6.0,3.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0,3.0,2.0,TRUE,41.0,high
45-54,female,0.45468,Australia,White,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,0.0,3.0,0.0,5.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,1.0,1.0,TRUE,28.0,high
18-24,male,0.45468,Other,White,-1.86962,1.11406,0.7233,-0.30172,1.30612,-0.21712,0.40148,5.0,5.0,3.0,2.0,5.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,TRUE,23.0,high
25-34,male,-0.05921,UK,White,-0.58016,-0.43999,-2.39883,0.13136,-0.40581,-0.71126,-0.21575,6.0,6.0,6.0,5.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,TRUE,16.0,high
25-34,male,-1.22751,Other,White,1.49158,-1.6334,1.06238,-0.76096,-1.38502,-0.71126,-1.18084,6.0,4.0,5.0,5.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,TRUE,20.0,high
25-34,female,1.16365,UK,Mixed-White/Black,0.31287,-0.94779,-0.58331,2.75696,1.46191,-1.37983,-1.18084,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
25-34,male,0.45468,UK,White,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,6.0,5.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,TRUE,20.0,high
35-44,male,-0.61113,UK,White,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,6.0,6.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,TRUE,22.0,high
45-54,female,0.45468,UK,White,0.22393,-1.37639,-0.17779,-1.34289,-0.14277,-1.37983,-2.07848,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,male,-0.05921,Canada,White,-0.14882,1.45421,1.43533,0.13136,-1.38502,0.52975,0.7654,6.0,4.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,TRUE,25.0,high
25-34,female,0.45468,USA,White,0.52135,0.63779,1.24033,-0.15487,-1.38502,0.52975,-0.21575,6.0,4.0,3.0,5.0,3.0,0.0,3.0,6.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,TRUE,31.0,high
18-24,male,-0.61113,UK,White,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,6.0,4.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,TRUE,11.0,low
25-34,female,1.16365,UK,White,1.37297,0.32197,-0.17779,-0.01729,0.41594,-0.71126,-0.84637,6.0,5.0,6.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,15.0,high
35-44,male,-0.61113,UK,White,0.62967,-1.92173,-0.01928,0.13136,-0.00665,0.19268,1.2247,6.0,5.0,6.0,5.0,3.0,2.0,5.0,6.0,3.0,5.0,4.0,6.0,0.0,0.0,2.0,5.0,3.0,1.0,TRUE,51.0,high
18-24,male,-0.05921,Canada,White,0.41667,0.16767,-0.31776,-0.91699,0.41594,0.88113,0.40148,6.0,5.0,5.0,4.0,6.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,5.0,4.0,3.0,0.0,2.0,0.0,TRUE,37.0,high
35-44,female,-0.61113,Other,White,0.91093,0.16767,0.44585,-0.91699,0.12331,1.29221,1.2247,6.0,6.0,6.0,5.0,2.0,0.0,2.0,6.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,TRUE,31.0,high
55-64,male,-0.05921,UK,White,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,6.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2.0,low
18-24,male,-0.61113,USA,White,-0.24649,1.45421,1.43533,-0.60633,-0.14277,0.88113,1.2247,6.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,4.0,low
25-34,female,1.98437,UK,White,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE,0.0,low
18-24,male,-0.61113,Australia,White,1.02119,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,6.0,6.0,6.0,5.0,5.0,3.0,4.0,6.0,3.0,0.0,3.0,0.0,4.0,5.0,5.0,3.0,4.0,3.0,TRUE,54.0,high
